transaction_id,account_id,transaction_timestamp,transaction_type,merchant_id,merchant_name,merchant_category,amount,currency,transaction_status,card_present_flag,source_system
TXN00001197,ACC000005,2026-02-08T01:38:29,PURCHASE,M003,Target,RETAIL,21.58,USD,POSTED,Y,CARD_PROCESSOR
TXN00001198,ACC000120,2026-06-08T08:13:02,PURCHASE,M006,Whole Foods,GROCERY,31.96,USD,POSTED,Y,CARD_PROCESSOR
TXN00001199,ACC000103,2026-05-29T23:35:38,PURCHASE,M012,CVS,PHARMACY,24.49,USD,POSTED,N,CARD_PROCESSOR
TXN00001200,ACC000158,2026-05-07T02:19:47,REFUND,M012,CVS,PHARMACY,-34.41,USD,POSTED,N,CARD_PROCESSOR
TXN00001201,ACC000320,2026-02-06T08:15:40,PURCHASE,M010,Starbucks,DINING,8.47,USD,POSTED,Y,CARD_PROCESSOR
TXN00001202,ACC000215,2026-06-10T17:03:56,PURCHASE,M011,Airbnb,TRAVEL,172.69,USD,POSTED,N,CARD_PROCESSOR
TXN00001203,ACC000162,2026-04-24T00:28:04,PURCHASE,M004,Uber,TRANSPORT,57.36,USD,POSTED,Y,CARD_PROCESSOR
TXN00001204,ACC000339,2026-01-27T02:55:22,PURCHASE,M012,CVS,PHARMACY,26.75,USD,POSTED,Y,CARD_PROCESSOR
TXN00001205,ACC000365,2026-06-15T15:13:19,PURCHASE,M008,Shell,FUEL,44.27,USD,POSTED,N,CARD_PROCESSOR
TXN00001206,ACC000302,2026-04-15T02:42:02,PURCHASE,M001,Amazon,E_COMMERCE,128.92,USD,POSTED,Y,CARD_PROCESSOR
TXN00001207,ACC000218,2026-06-10T19:55:08,PURCHASE,M008,Shell,FUEL,57.54,USD,POSTED,N,CARD_PROCESSOR
TXN00001208,ACC000113,2026-03-04T04:55:58,PURCHASE,M006,Whole Foods,GROCERY,4.99,USD,POSTED,Y,CARD_PROCESSOR
TXN00001209,ACC000040,2026-04-07T23:08:50,PURCHASE,M003,Target,RETAIL,34.48,USD,POSTED,N,CARD_PROCESSOR
TXN00001210,ACC000048,2026-03-15T05:32:32,PURCHASE,M002,Walmart,RETAIL,41.5,USD,PENDING,Y,CARD_PROCESSOR
TXN00001211,ACC000251,2026-03-04T20:44:44,PURCHASE,M006,Whole Foods,GROCERY,89.5,USD,POSTED,Y,CARD_PROCESSOR
TXN00001212,ACC000116,2026-03-08T15:55:24,PURCHASE,M003,Target,RETAIL,15.16,USD,POSTED,Y,CARD_PROCESSOR
TXN00001213,ACC000071,2026-05-18T09:23:17,PURCHASE,M008,Shell,FUEL,4.5,USD,POSTED,N,CARD_PROCESSOR
TXN00001214,ACC000193,2026-01-19T12:24:32,PURCHASE,M010,Starbucks,DINING,139.54,USD,POSTED,N,CARD_PROCESSOR
TXN00001215,ACC000090,2026-04-20T14:18:20,PURCHASE,M012,CVS,PHARMACY,17.73,USD,POSTED,N,CARD_PROCESSOR
TXN00001216,ACC000036,2026-05-05T06:39:56,PURCHASE,M003,Target,RETAIL,130.99,USD,POSTED,N,CARD_PROCESSOR
TXN00001217,ACC000215,2026-05-01T14:57:15,PURCHASE,M010,Starbucks,DINING,15.86,USD,POSTED,Y,CARD_PROCESSOR
TXN00001218,ACC000157,2026-03-15T13:23:03,PURCHASE,M010,Starbucks,DINING,27.51,USD,POSTED,Y,CARD_PROCESSOR
TXN00001219,ACC000314,2026-03-25T13:56:50,PURCHASE,M007,Netflix,SUBSCRIPTION,36.13,USD,POSTED,Y,CARD_PROCESSOR
TXN00001220,ACC000233,2026-04-25T15:12:53,REFUND,M003,Target,RETAIL,-51.47,USD,POSTED,Y,CARD_PROCESSOR
TXN00001221,ACC000339,2026-05-30T07:50:47,PURCHASE,M008,Shell,FUEL,39.86,USD,POSTED,Y,CARD_PROCESSOR
TXN00001222,ACC000104,2026-02-20T10:39:25,CASH_ADVANCE,M003,Target,RETAIL,115.8,USD,POSTED,Y,CARD_PROCESSOR
TXN00001223,ACC000161,2026-05-07T20:39:08,PURCHASE,M006,Whole Foods,GROCERY,19.93,USD,POSTED,N,CARD_PROCESSOR
TXN00001224,ACC000363,2026-04-28T00:52:55,PURCHASE,M001,Amazon,E_COMMERCE,7.76,USD,POSTED,N,CARD_PROCESSOR
TXN00001225,ACC000306,2026-02-06T08:50:52,PURCHASE,M011,Airbnb,TRAVEL,55.61,USD,PENDING,N,CARD_PROCESSOR
TXN00001226,ACC000178,2026-07-03T14:22:15,PURCHASE,M002,Walmart,RETAIL,30.38,USD,POSTED,N,CARD_PROCESSOR
TXN00001227,ACC000348,2026-06-21T05:07:11,PURCHASE,M004,Uber,TRANSPORT,83.19,USD,POSTED,Y,CARD_PROCESSOR
TXN00001228,ACC000084,2026-01-13T18:51:34,REFUND,M001,Amazon,E_COMMERCE,-53.89,USD,POSTED,N,CARD_PROCESSOR
TXN00001229,ACC000274,2026-07-09T23:14:01,PURCHASE,M012,CVS,PHARMACY,13.52,USD,POSTED,N,CARD_PROCESSOR
TXN00001230,ACC000335,2026-04-22T21:49:23,PURCHASE,M005,Delta,TRAVEL,38.14,USD,POSTED,Y,CARD_PROCESSOR
TXN00001231,ACC000064,2026-02-07T09:31:22,PURCHASE,M004,Uber,TRANSPORT,80.05,USD,POSTED,Y,CARD_PROCESSOR
TXN00001232,ACC000209,2026-06-17T00:01:59,PURCHASE,M001,Amazon,E_COMMERCE,22.17,USD,PENDING,Y,CARD_PROCESSOR
TXN00001233,ACC000297,2026-02-25T19:04:31,PURCHASE,M001,Amazon,E_COMMERCE,85.47,USD,POSTED,N,CARD_PROCESSOR
TXN00001234,ACC000145,2026-01-18T02:13:48,PURCHASE,M011,Airbnb,TRAVEL,65.76,USD,PENDING,N,CARD_PROCESSOR
TXN00001235,ACC000042,2026-02-24T12:01:16,PURCHASE,M011,Airbnb,TRAVEL,27.31,USD,POSTED,N,CARD_PROCESSOR
TXN00001236,ACC000253,2026-04-01T18:24:41,PURCHASE,M006,Whole Foods,GROCERY,43.21,USD,PENDING,N,CARD_PROCESSOR
TXN00001237,ACC000159,2026-01-29T17:43:59,PURCHASE,M008,Shell,FUEL,96.02,USD,POSTED,Y,CARD_PROCESSOR
TXN00001238,ACC000086,2026-06-18T03:44:22,PURCHASE,M008,Shell,FUEL,21.87,USD,POSTED,Y,CARD_PROCESSOR
TXN00001239,ACC000266,2026-01-27T15:52:18,PURCHASE,M012,CVS,PHARMACY,11.02,USD,POSTED,N,CARD_PROCESSOR
TXN00001240,ACC000063,2026-05-26T20:47:59,PURCHASE,M002,Walmart,RETAIL,24.4,USD,POSTED,Y,CARD_PROCESSOR
TXN00001241,ACC000367,2026-02-10T15:04:00,PURCHASE,M004,Uber,TRANSPORT,536.42,USD,DECLINED,Y,CARD_PROCESSOR
TXN00001242,ACC000209,2026-03-07T12:58:52,PURCHASE,M004,Uber,TRANSPORT,43.12,USD,POSTED,Y,CARD_PROCESSOR
TXN00001243,ACC000301,2026-03-05T13:16:47,PURCHASE,M006,Whole Foods,GROCERY,46.11,USD,POSTED,Y,CARD_PROCESSOR
TXN00001244,ACC000216,2026-06-18T05:10:15,PURCHASE,M007,Netflix,SUBSCRIPTION,55.54,USD,POSTED,N,CARD_PROCESSOR
TXN00001245,ACC000235,2026-05-21T17:39:13,PURCHASE,M007,Netflix,SUBSCRIPTION,41.55,USD,POSTED,Y,CARD_PROCESSOR
TXN00001246,ACC000084,2026-03-29T07:26:45,PURCHASE,M009,Best Buy,ELECTRONICS,3.53,USD,POSTED,Y,CARD_PROCESSOR
TXN00001247,ACC000145,2026-01-18T23:13:40,PURCHASE,M006,Whole Foods,GROCERY,14.2,USD,POSTED,N,CARD_PROCESSOR
TXN00001248,ACC000168,2026-01-28T08:41:07,PURCHASE,M007,Netflix,SUBSCRIPTION,21.46,USD,POSTED,Y,CARD_PROCESSOR
TXN00001249,ACC000266,2026-05-01T16:35:53,PURCHASE,M008,Shell,FUEL,33.2,USD,POSTED,N,CARD_PROCESSOR
TXN00001250,ACC000110,2026-06-04T02:14:18,PURCHASE,M001,Amazon,E_COMMERCE,13.81,USD,POSTED,Y,CARD_PROCESSOR
TXN00001251,ACC000196,2026-06-18T17:36:03,PURCHASE,M012,CVS,PHARMACY,230.66,USD,POSTED,N,CARD_PROCESSOR
TXN00001252,ACC000067,2026-05-29T21:12:37,PURCHASE,M011,Airbnb,TRAVEL,205.49,USD,POSTED,N,CARD_PROCESSOR
TXN00001253,ACC000224,2026-04-15T10:46:36,PURCHASE,M008,Shell,FUEL,63.64,USD,POSTED,N,CARD_PROCESSOR
TXN00001254,ACC000011,2026-06-07T13:20:56,PURCHASE,M001,Amazon,E_COMMERCE,127.18,USD,POSTED,N,CARD_PROCESSOR
TXN00001255,ACC000345,2026-06-27T06:38:14,CASH_ADVANCE,M004,Uber,TRANSPORT,12.42,USD,POSTED,N,CARD_PROCESSOR
TXN00001256,ACC000013,2026-06-27T10:21:31,PURCHASE,M006,Whole Foods,GROCERY,31.52,USD,POSTED,N,CARD_PROCESSOR
TXN00001257,ACC000353,2026-01-30T03:00:28,PURCHASE,M010,Starbucks,DINING,93.92,USD,POSTED,Y,CARD_PROCESSOR
TXN00001258,ACC000221,2026-02-08T15:15:26,PURCHASE,M012,CVS,PHARMACY,12.65,USD,POSTED,N,CARD_PROCESSOR
TXN00001259,ACC000258,2026-06-03T16:35:31,PURCHASE,M006,Whole Foods,GROCERY,15.69,USD,POSTED,N,CARD_PROCESSOR
TXN00001260,ACC000270,2026-06-03T06:48:16,PURCHASE,M002,Walmart,RETAIL,6.91,USD,POSTED,N,CARD_PROCESSOR
TXN00001261,ACC000214,2026-07-01T18:23:58,PURCHASE,M004,Uber,TRANSPORT,25.28,USD,POSTED,Y,CARD_PROCESSOR
TXN00001262,ACC000116,2026-05-07T05:03:00,PURCHASE,M002,Walmart,RETAIL,83.01,USD,POSTED,Y,CARD_PROCESSOR
TXN00001263,ACC000174,2026-05-18T12:07:36,PURCHASE,M007,Netflix,SUBSCRIPTION,32.99,USD,POSTED,Y,CARD_PROCESSOR
TXN00001264,ACC000013,2026-04-11T01:48:25,PURCHASE,M009,Best Buy,ELECTRONICS,26.71,USD,POSTED,N,CARD_PROCESSOR
TXN00001265,ACC000158,2026-02-06T18:02:27,PURCHASE,M004,Uber,TRANSPORT,97.54,USD,POSTED,Y,CARD_PROCESSOR
TXN00001266,ACC000134,2026-04-18T23:51:51,PURCHASE,M006,Whole Foods,GROCERY,103.11,USD,POSTED,Y,CARD_PROCESSOR
TXN00001267,ACC000008,2026-01-15T02:04:13,PURCHASE,M002,Walmart,RETAIL,83.85,USD,POSTED,Y,CARD_PROCESSOR
TXN00001268,ACC000037,2026-04-24T18:58:13,PURCHASE,M009,Best Buy,ELECTRONICS,35.06,USD,REVERSED,Y,CARD_PROCESSOR
TXN00001269,ACC000188,2026-03-13T02:20:50,PURCHASE,M012,CVS,PHARMACY,3.09,USD,POSTED,Y,CARD_PROCESSOR
TXN00001270,ACC000343,2026-02-28T01:47:50,PURCHASE,M012,CVS,PHARMACY,49.03,USD,POSTED,N,CARD_PROCESSOR
TXN00001271,ACC000094,2026-06-14T00:54:01,PURCHASE,M009,Best Buy,ELECTRONICS,36.87,USD,POSTED,N,CARD_PROCESSOR
TXN00001272,ACC000287,2026-03-31T20:49:43,PURCHASE,M002,Walmart,RETAIL,17.74,USD,POSTED,N,CARD_PROCESSOR
TXN00001273,ACC000003,2026-07-03T08:01:13,PURCHASE,M006,Whole Foods,GROCERY,18.65,USD,POSTED,Y,CARD_PROCESSOR
TXN00001274,ACC000006,2026-04-21T18:06:08,PURCHASE,M010,Starbucks,DINING,213.87,USD,POSTED,Y,CARD_PROCESSOR
TXN00001275,ACC000054,2026-05-30T04:32:36,PURCHASE,M009,Best Buy,ELECTRONICS,54.2,USD,POSTED,N,CARD_PROCESSOR
TXN00001276,ACC000200,2026-01-08T03:46:51,PURCHASE,M011,Airbnb,TRAVEL,130.34,USD,POSTED,N,CARD_PROCESSOR
TXN00001277,ACC000221,2026-06-18T19:19:29,PURCHASE,M003,Target,RETAIL,190.91,USD,POSTED,N,CARD_PROCESSOR
TXN00001278,ACC000015,2026-07-06T23:50:18,PURCHASE,M002,Walmart,RETAIL,14.99,USD,POSTED,N,CARD_PROCESSOR
TXN00001279,ACC000096,2026-02-10T06:42:07,PURCHASE,M010,Starbucks,DINING,26.38,USD,POSTED,Y,CARD_PROCESSOR
TXN00001280,ACC000315,2026-06-26T07:05:21,REFUND,M012,CVS,PHARMACY,-28.52,USD,REVERSED,N,CARD_PROCESSOR
TXN00001281,ACC000093,2026-05-21T23:19:54,PURCHASE,M003,Target,RETAIL,167.95,USD,POSTED,N,CARD_PROCESSOR
TXN00001282,ACC000164,2026-05-30T08:48:18,PURCHASE,M010,Starbucks,DINING,111.95,USD,POSTED,N,CARD_PROCESSOR
TXN00001283,ACC000264,2026-02-08T15:47:43,PURCHASE,M008,Shell,FUEL,15.39,USD,POSTED,Y,CARD_PROCESSOR
TXN00001284,ACC000307,2026-07-09T19:22:36,PURCHASE,M006,Whole Foods,GROCERY,12.94,USD,POSTED,Y,CARD_PROCESSOR
TXN00001285,ACC000316,2026-02-05T21:29:22,PURCHASE,M002,Walmart,RETAIL,87.45,USD,POSTED,Y,CARD_PROCESSOR
TXN00001286,ACC000358,2026-03-20T19:08:09,PURCHASE,M002,Walmart,RETAIL,29.08,USD,POSTED,Y,CARD_PROCESSOR
TXN00001287,ACC000333,2026-03-09T09:49:19,PURCHASE,M003,Target,RETAIL,51.83,USD,POSTED,N,CARD_PROCESSOR
TXN00001288,ACC000196,2026-04-29T01:48:46,PURCHASE,M011,Airbnb,TRAVEL,417.4,USD,POSTED,Y,CARD_PROCESSOR
TXN00001289,ACC000083,2026-06-12T00:28:49,PURCHASE,M006,Whole Foods,GROCERY,7.25,USD,POSTED,N,CARD_PROCESSOR
TXN00001290,ACC000094,2026-01-06T14:37:05,PURCHASE,M010,Starbucks,DINING,66.3,USD,POSTED,Y,CARD_PROCESSOR
TXN00001291,ACC000105,2026-06-04T07:40:32,PURCHASE,M007,Netflix,SUBSCRIPTION,148.98,USD,POSTED,Y,CARD_PROCESSOR
TXN00001292,ACC000008,2026-06-13T07:07:13,PURCHASE,M008,Shell,FUEL,20.2,USD,POSTED,Y,CARD_PROCESSOR
TXN00001293,ACC000147,2026-05-27T16:25:43,PURCHASE,M012,CVS,PHARMACY,21.29,USD,POSTED,Y,CARD_PROCESSOR
TXN00001294,ACC000183,2026-06-26T03:21:01,PURCHASE,M008,Shell,FUEL,304.03,USD,DECLINED,N,CARD_PROCESSOR
TXN00001295,ACC000226,2026-05-07T09:18:36,PURCHASE,M011,Airbnb,TRAVEL,71.55,USD,POSTED,N,CARD_PROCESSOR
TXN00001296,ACC000144,2026-02-26T09:15:42,PURCHASE,M006,Whole Foods,GROCERY,24.25,USD,POSTED,N,CARD_PROCESSOR
TXN00001297,ACC000199,2026-02-20T09:44:43,PURCHASE,M009,Best Buy,ELECTRONICS,34.94,USD,POSTED,N,CARD_PROCESSOR
TXN00001298,ACC000363,2026-04-20T22:56:12,PURCHASE,M009,Best Buy,ELECTRONICS,12.19,USD,POSTED,N,CARD_PROCESSOR
TXN00001299,ACC000168,2026-03-22T08:45:01,PURCHASE,M009,Best Buy,ELECTRONICS,91.22,USD,POSTED,N,CARD_PROCESSOR
TXN00001300,ACC000139,2026-06-16T14:52:24,PURCHASE,M003,Target,RETAIL,109.32,USD,POSTED,N,CARD_PROCESSOR
TXN00001301,ACC000168,2026-07-06T15:40:42,PURCHASE,M004,Uber,TRANSPORT,6.26,USD,POSTED,Y,CARD_PROCESSOR
TXN00001302,ACC000293,2026-04-13T16:52:29,PURCHASE,M005,Delta,TRAVEL,133.33,USD,POSTED,N,CARD_PROCESSOR
TXN00001303,ACC000079,2026-03-22T09:49:02,PURCHASE,M010,Starbucks,DINING,646.16,USD,DECLINED,Y,CARD_PROCESSOR
TXN00001304,ACC000138,2026-01-08T02:18:34,CASH_ADVANCE,M009,Best Buy,ELECTRONICS,27.06,USD,POSTED,Y,CARD_PROCESSOR
TXN00001305,ACC000074,2026-06-28T23:09:25,PURCHASE,M012,CVS,PHARMACY,38.68,USD,POSTED,Y,CARD_PROCESSOR
TXN00001306,ACC000256,2026-03-09T08:27:59,PURCHASE,M010,Starbucks,DINING,308.32,USD,POSTED,N,CARD_PROCESSOR
TXN00001307,ACC000105,2026-07-04T03:39:41,PURCHASE,M002,Walmart,RETAIL,13.8,USD,POSTED,Y,CARD_PROCESSOR
TXN00001308,ACC000223,2026-02-17T16:46:27,PURCHASE,M006,Whole Foods,GROCERY,62.76,USD,POSTED,Y,CARD_PROCESSOR
TXN00001309,ACC000369,2026-01-29T01:51:39,PURCHASE,M006,Whole Foods,GROCERY,35.88,USD,POSTED,N,CARD_PROCESSOR
TXN00001310,ACC000196,2026-03-29T02:55:18,PURCHASE,M005,Delta,TRAVEL,47.93,USD,POSTED,Y,CARD_PROCESSOR
TXN00001311,ACC000323,2026-03-24T03:24:50,PURCHASE,M004,Uber,TRANSPORT,100.15,USD,POSTED,Y,CARD_PROCESSOR
TXN00001312,ACC000251,2026-01-09T15:12:52,PURCHASE,M012,CVS,PHARMACY,15.36,USD,POSTED,Y,CARD_PROCESSOR
TXN00001313,ACC000141,2026-03-06T14:01:38,PURCHASE,M008,Shell,FUEL,197.56,USD,POSTED,N,CARD_PROCESSOR
TXN00001314,ACC000092,2026-03-07T03:41:44,PURCHASE,M007,Netflix,SUBSCRIPTION,12.53,USD,POSTED,N,CARD_PROCESSOR
TXN00001315,ACC000218,2026-01-04T21:27:01,PURCHASE,M003,Target,RETAIL,41.32,USD,POSTED,N,CARD_PROCESSOR
TXN00001316,ACC000138,2026-03-02T22:31:03,PURCHASE,M001,Amazon,E_COMMERCE,935.03,USD,POSTED,Y,CARD_PROCESSOR
TXN00001317,ACC000175,2026-01-09T12:00:44,PURCHASE,M006,Whole Foods,GROCERY,277.29,USD,PENDING,Y,CARD_PROCESSOR
TXN00001318,ACC000232,2026-02-28T03:38:21,PURCHASE,M008,Shell,FUEL,3.54,USD,POSTED,Y,CARD_PROCESSOR
TXN00001319,ACC000173,2026-03-30T03:17:35,PURCHASE,M009,Best Buy,ELECTRONICS,71.72,USD,POSTED,Y,CARD_PROCESSOR
TXN00001320,ACC000223,2026-04-04T01:40:55,PURCHASE,M005,Delta,TRAVEL,263.89,USD,POSTED,N,CARD_PROCESSOR
TXN00001321,ACC000074,2026-04-03T13:30:38,PURCHASE,M008,Shell,FUEL,27.44,USD,POSTED,N,CARD_PROCESSOR
TXN00001322,ACC000164,2026-01-07T10:23:06,PURCHASE,M010,Starbucks,DINING,43.55,USD,POSTED,Y,CARD_PROCESSOR
TXN00001323,ACC000358,2026-03-05T15:52:11,PURCHASE,M005,Delta,TRAVEL,714.79,USD,POSTED,Y,CARD_PROCESSOR
TXN00001324,ACC000368,2026-05-04T17:36:32,PURCHASE,M010,Starbucks,DINING,5.31,USD,POSTED,Y,CARD_PROCESSOR
TXN00001325,ACC000258,2026-02-02T14:11:35,PURCHASE,M010,Starbucks,DINING,18.43,USD,POSTED,Y,CARD_PROCESSOR
TXN00001326,ACC000031,2026-05-09T17:48:36,PURCHASE,M012,CVS,PHARMACY,9.77,USD,POSTED,Y,CARD_PROCESSOR
TXN00001327,ACC000221,2026-01-20T11:43:59,PURCHASE,M010,Starbucks,DINING,24.36,USD,POSTED,Y,CARD_PROCESSOR
TXN00001328,ACC000201,2026-05-25T18:42:30,PURCHASE,M003,Target,RETAIL,60.98,USD,POSTED,Y,CARD_PROCESSOR
TXN00001329,ACC000209,2026-01-15T09:15:31,PURCHASE,M004,Uber,TRANSPORT,22.01,USD,POSTED,Y,CARD_PROCESSOR
TXN00001330,ACC000356,2026-05-14T08:53:06,PURCHASE,M007,Netflix,SUBSCRIPTION,41.81,USD,POSTED,N,CARD_PROCESSOR
TXN00001331,ACC000352,2026-01-15T06:11:35,PURCHASE,M006,Whole Foods,GROCERY,45.88,USD,POSTED,Y,CARD_PROCESSOR
TXN00001332,ACC000359,2026-03-11T00:18:35,PURCHASE,M001,Amazon,E_COMMERCE,62.68,USD,POSTED,N,CARD_PROCESSOR
TXN00001333,ACC000196,2026-06-10T02:30:18,PURCHASE,M005,Delta,TRAVEL,174.45,USD,POSTED,Y,CARD_PROCESSOR
TXN00001334,ACC000042,2026-05-21T04:48:42,PURCHASE,M004,Uber,TRANSPORT,29.99,USD,POSTED,Y,CARD_PROCESSOR
TXN00001335,ACC000140,2026-04-07T02:11:18,PURCHASE,M005,Delta,TRAVEL,45.91,USD,POSTED,Y,CARD_PROCESSOR
TXN00001336,ACC000203,2026-02-14T01:08:52,PURCHASE,M004,Uber,TRANSPORT,198.22,USD,POSTED,N,CARD_PROCESSOR
TXN00001337,ACC000288,2026-07-05T23:11:55,PURCHASE,M002,Walmart,RETAIL,25.51,USD,POSTED,Y,CARD_PROCESSOR
TXN00001338,ACC000359,2026-05-03T08:56:22,PURCHASE,M012,CVS,PHARMACY,92.07,USD,POSTED,N,CARD_PROCESSOR
TXN00001339,ACC000358,2026-04-20T17:33:15,PURCHASE,M008,Shell,FUEL,25.2,USD,POSTED,Y,CARD_PROCESSOR
TXN00001340,ACC000261,2026-04-27T04:09:20,PURCHASE,M001,Amazon,E_COMMERCE,28.34,USD,POSTED,N,CARD_PROCESSOR
TXN00001341,ACC000059,2026-02-25T16:42:12,PURCHASE,M003,Target,RETAIL,8.61,USD,POSTED,Y,CARD_PROCESSOR
TXN00001342,ACC000343,2026-06-14T11:03:57,PURCHASE,M005,Delta,TRAVEL,155.45,USD,POSTED,Y,CARD_PROCESSOR
TXN00001343,ACC000332,2026-04-27T15:34:30,PURCHASE,M003,Target,RETAIL,33.01,USD,POSTED,Y,CARD_PROCESSOR
TXN00001344,ACC000275,2026-04-17T05:08:49,PURCHASE,M009,Best Buy,ELECTRONICS,72.43,USD,POSTED,N,CARD_PROCESSOR
TXN00001345,ACC000213,2026-05-20T07:57:53,PURCHASE,M008,Shell,FUEL,110.2,USD,POSTED,Y,CARD_PROCESSOR
TXN00001346,ACC000300,2026-05-03T10:25:51,PURCHASE,M009,Best Buy,ELECTRONICS,54.76,USD,POSTED,N,CARD_PROCESSOR
TXN00001347,ACC000369,2026-01-18T10:59:34,PURCHASE,M007,Netflix,SUBSCRIPTION,18.7,USD,POSTED,Y,CARD_PROCESSOR
TXN00001348,ACC000124,2026-03-17T04:01:16,PURCHASE,M001,Amazon,E_COMMERCE,8.55,USD,POSTED,Y,CARD_PROCESSOR
TXN00001349,ACC000346,2026-01-27T13:38:18,PURCHASE,M011,Airbnb,TRAVEL,39.13,USD,POSTED,N,CARD_PROCESSOR
TXN00001350,ACC000116,2026-03-09T17:26:49,PURCHASE,M007,Netflix,SUBSCRIPTION,16.53,USD,POSTED,N,CARD_PROCESSOR
TXN00001351,ACC000014,2026-04-07T20:04:07,PURCHASE,M004,Uber,TRANSPORT,447.18,USD,POSTED,Y,CARD_PROCESSOR
TXN00001352,ACC000268,2026-06-04T23:19:37,PURCHASE,M011,Airbnb,TRAVEL,38.19,USD,POSTED,Y,CARD_PROCESSOR
TXN00001353,ACC000081,2026-06-02T04:08:11,PURCHASE,M012,CVS,PHARMACY,46.18,USD,POSTED,Y,CARD_PROCESSOR
TXN00001354,ACC000158,2026-01-12T09:37:12,PURCHASE,M002,Walmart,RETAIL,70.55,USD,POSTED,Y,CARD_PROCESSOR
TXN00001355,ACC000283,2026-03-13T17:28:10,PURCHASE,M003,Target,RETAIL,14.9,USD,POSTED,N,CARD_PROCESSOR
TXN00001356,ACC000360,2026-05-03T12:11:05,PURCHASE,M001,Amazon,E_COMMERCE,62.86,USD,POSTED,N,CARD_PROCESSOR
TXN00001357,ACC000319,2026-03-14T21:10:36,PURCHASE,M008,Shell,FUEL,55.81,USD,POSTED,Y,CARD_PROCESSOR
TXN00001358,ACC000060,2026-02-01T04:01:07,PURCHASE,M008,Shell,FUEL,2.49,USD,REVERSED,N,CARD_PROCESSOR
TXN00001359,ACC000285,2026-01-25T20:07:48,CASH_ADVANCE,M012,CVS,PHARMACY,60.93,USD,PENDING,Y,CARD_PROCESSOR
TXN00001360,ACC000239,2026-05-07T07:41:30,REFUND,M002,Walmart,RETAIL,-67.85,USD,POSTED,N,CARD_PROCESSOR
TXN00001361,ACC000139,2026-04-15T07:17:09,PURCHASE,M002,Walmart,RETAIL,65.28,USD,DECLINED,N,CARD_PROCESSOR
TXN00001362,ACC000248,2026-04-17T03:45:47,PURCHASE,M003,Target,RETAIL,27.08,USD,POSTED,Y,CARD_PROCESSOR
TXN00001363,ACC000051,2026-02-24T19:08:05,PURCHASE,M010,Starbucks,DINING,268.19,USD,POSTED,Y,CARD_PROCESSOR
TXN00001364,ACC000218,2026-02-12T01:43:27,PURCHASE,M009,Best Buy,ELECTRONICS,14.36,USD,POSTED,N,CARD_PROCESSOR
TXN00001365,ACC000271,2026-02-18T06:15:10,CASH_ADVANCE,M006,Whole Foods,GROCERY,14.17,USD,POSTED,Y,CARD_PROCESSOR
TXN00001366,ACC000138,2026-05-01T22:21:07,PURCHASE,M002,Walmart,RETAIL,83.39,USD,POSTED,Y,CARD_PROCESSOR
TXN00001367,ACC000174,2026-06-04T02:02:57,PURCHASE,M012,CVS,PHARMACY,8.6,USD,POSTED,N,CARD_PROCESSOR
TXN00001368,ACC000285,2026-05-09T08:11:19,REFUND,M006,Whole Foods,GROCERY,-20.72,USD,POSTED,Y,CARD_PROCESSOR
TXN00001369,ACC000085,2026-03-13T07:55:51,PURCHASE,M008,Shell,FUEL,40.87,USD,POSTED,N,CARD_PROCESSOR
TXN00001370,ACC000060,2026-03-11T02:32:20,PURCHASE,M008,Shell,FUEL,223.95,USD,POSTED,Y,CARD_PROCESSOR
TXN00001371,ACC000348,2026-03-07T17:58:08,PURCHASE,M012,CVS,PHARMACY,50.72,USD,POSTED,Y,CARD_PROCESSOR
TXN00001372,ACC000298,2026-03-01T20:48:20,PURCHASE,M007,Netflix,SUBSCRIPTION,43.06,USD,POSTED,N,CARD_PROCESSOR
TXN00001373,ACC000178,2026-01-25T11:25:50,PURCHASE,M004,Uber,TRANSPORT,14.22,USD,POSTED,N,CARD_PROCESSOR
TXN00001374,ACC000331,2026-05-14T12:17:39,PURCHASE,M007,Netflix,SUBSCRIPTION,115.36,USD,POSTED,N,CARD_PROCESSOR
TXN00001375,ACC000203,2026-05-18T16:55:24,PURCHASE,M010,Starbucks,DINING,13.94,USD,POSTED,Y,CARD_PROCESSOR
TXN00001376,ACC000061,2026-05-04T23:09:28,PURCHASE,M008,Shell,FUEL,59.39,USD,POSTED,Y,CARD_PROCESSOR
TXN00001377,ACC000232,2026-05-11T02:20:37,REFUND,M007,Netflix,SUBSCRIPTION,-12.98,USD,POSTED,N,CARD_PROCESSOR
TXN00001378,ACC000250,2026-05-03T04:57:16,PURCHASE,M001,Amazon,E_COMMERCE,4.98,USD,DECLINED,Y,CARD_PROCESSOR
TXN00001379,ACC000172,2026-06-16T06:14:58,REFUND,M003,Target,RETAIL,-85.39,USD,POSTED,Y,CARD_PROCESSOR
TXN00001380,ACC000035,2026-06-22T08:56:35,PURCHASE,M007,Netflix,SUBSCRIPTION,16.34,USD,PENDING,Y,CARD_PROCESSOR
TXN00001381,ACC000300,2026-06-16T11:17:12,PURCHASE,M002,Walmart,RETAIL,21.48,USD,POSTED,N,CARD_PROCESSOR
TXN00001382,ACC000086,2026-06-21T01:07:19,PURCHASE,M011,Airbnb,TRAVEL,103.17,USD,POSTED,N,CARD_PROCESSOR
TXN00001383,ACC000243,2026-03-31T03:18:29,PURCHASE,M007,Netflix,SUBSCRIPTION,28.9,USD,REVERSED,Y,CARD_PROCESSOR
