payment_id,account_id,payment_timestamp,payment_amount,payment_method,payment_status,source_system
PAY0000230,ACC000140,2026-01-18T13:45:09,796.77,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000231,ACC000274,2026-06-24T00:47:17,433.4,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000232,ACC000104,2026-06-14T22:35:12,160.54,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000233,ACC000105,2026-03-16T00:02:19,273.73,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000234,ACC000075,2026-04-04T00:28:58,348.71,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000235,ACC000191,2026-06-03T07:54:30,164.74,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000236,ACC000282,2026-03-15T07:10:17,1281.99,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000237,ACC000052,2026-03-08T13:37:00,1346.63,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000238,ACC000154,2026-01-28T23:37:45,2266.27,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000239,ACC000266,2026-02-10T17:01:48,697.18,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000240,ACC000048,2026-05-04T12:32:09,1095.17,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000241,ACC000110,2026-02-03T04:08:58,923.77,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000242,ACC000196,2026-06-14T13:07:56,902.55,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000243,ACC000253,2026-05-25T02:11:37,950.22,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000244,ACC000193,2026-05-11T14:18:22,608.93,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000245,ACC000239,2026-02-21T13:34:56,353.55,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000246,ACC000358,2026-02-18T07:38:36,1140.78,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000247,ACC000031,2026-07-08T09:43:56,935.68,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000248,ACC000157,2026-01-29T04:35:10,1547.23,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000249,ACC000366,2026-07-04T09:03:56,725.11,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000250,ACC000188,2026-03-12T05:40:52,495.48,ACH,FAILED,PAYMENTS_PLATFORM
PAY0000251,ACC000262,2026-06-16T00:51:21,954.41,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000252,ACC000267,2026-02-18T03:34:42,2345.57,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000253,ACC000253,2026-06-24T18:43:49,573.33,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000254,ACC000297,2026-05-01T18:30:40,2381.1,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000255,ACC000028,2026-06-14T07:26:49,219.9,ACH,FAILED,PAYMENTS_PLATFORM
PAY0000256,ACC000209,2026-03-18T18:40:54,2465.07,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000257,ACC000087,2026-03-27T08:16:30,1553.79,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000258,ACC000117,2026-02-11T07:50:31,598.66,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000259,ACC000040,2026-04-02T12:15:20,1434.35,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000260,ACC000328,2026-06-14T08:31:14,1408.46,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000261,ACC000367,2026-06-29T02:53:35,2405.62,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000262,ACC000300,2026-03-31T01:31:45,663.56,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000263,ACC000071,2026-02-15T18:29:59,2359.46,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000264,ACC000320,2026-02-02T20:18:58,701.9,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000265,ACC000285,2026-06-07T20:20:17,516.77,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000266,ACC000125,2026-05-20T19:55:15,1257.02,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000267,ACC000126,2026-02-06T01:08:40,366.54,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000268,ACC000018,2026-02-22T08:15:17,1245.68,BANK_TRANSFER,FAILED,PAYMENTS_PLATFORM
PAY0000269,ACC000040,2026-02-17T14:38:04,1464.82,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000270,ACC000276,2026-01-20T17:07:13,1518.83,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000271,ACC000164,2026-04-24T22:02:56,582.06,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000272,ACC000063,2026-01-17T05:41:33,235.73,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000273,ACC000245,2026-06-02T23:12:24,1877.78,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000274,ACC000035,2026-03-15T09:45:36,2146.5,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000275,ACC000318,2026-01-25T22:00:39,2282.29,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000276,ACC000185,2026-06-12T05:47:55,173.77,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000277,ACC000369,2026-01-18T11:14:31,2137.13,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000278,ACC000269,2026-05-20T01:14:21,837.26,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000279,ACC000157,2026-03-02T00:07:59,268.49,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000280,ACC000237,2026-05-09T01:00:42,1188.47,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000281,ACC000041,2026-01-19T17:15:47,800.9,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000282,ACC000165,2026-06-28T06:06:23,1867.39,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000283,ACC000117,2026-05-07T12:39:50,388.22,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000284,ACC000071,2026-06-16T20:00:51,468.75,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000285,ACC000314,2026-01-25T09:47:26,1177.22,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000286,ACC000222,2026-02-03T18:27:59,1548.29,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000287,ACC000293,2026-04-01T09:15:33,1837.75,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000288,ACC000304,2026-05-30T08:48:49,1630.57,ACH,FAILED,PAYMENTS_PLATFORM
PAY0000289,ACC000066,2026-02-19T17:05:55,2333.8,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000290,ACC000211,2026-02-07T18:45:41,854.6,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000291,ACC000013,2026-04-29T04:22:49,1064.5,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000292,ACC000115,2026-02-11T04:17:45,2239.37,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000293,ACC000211,2026-05-03T11:31:35,229.13,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000294,ACC000177,2026-05-09T02:03:49,842.13,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000295,ACC000058,2026-03-16T08:55:09,1239.58,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000296,ACC000245,2026-07-06T14:14:49,1144.7,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000297,ACC000316,2026-02-05T18:37:37,339.36,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000298,ACC000079,2026-07-08T19:22:42,244.47,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000299,ACC000016,2026-01-15T22:02:24,512.83,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000300,ACC000280,2026-03-21T04:36:01,1966.81,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000301,ACC000226,2026-05-06T14:15:59,758.1,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000302,ACC000131,2026-07-06T07:37:31,1456.67,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000303,ACC000230,2026-02-20T03:05:39,1324.03,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000304,ACC000048,2026-06-30T11:18:30,58.58,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000305,ACC000240,2026-06-25T04:41:04,1872.76,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000306,ACC000084,2026-06-10T02:30:16,1026.71,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000307,ACC000233,2026-06-04T08:01:20,2326.28,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000308,ACC000231,2026-01-27T16:46:34,2197.0,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000309,ACC000250,2026-06-14T18:20:03,486.83,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000310,ACC000324,2026-03-30T05:26:25,2444.21,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000311,ACC000012,2026-03-14T22:53:43,1948.41,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000312,ACC000112,2026-06-25T16:49:06,143.56,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000313,ACC000034,2026-02-23T17:43:17,1059.03,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000314,ACC000157,2026-05-14T03:48:35,2444.37,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000315,ACC000128,2026-01-31T05:18:28,324.79,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000316,ACC000084,2026-04-04T20:32:58,2128.69,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000317,ACC000166,2026-06-24T18:07:35,810.23,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000318,ACC000264,2026-05-28T10:42:08,1496.75,ACH,PENDING,PAYMENTS_PLATFORM
PAY0000319,ACC000235,2026-06-21T09:06:15,474.75,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000320,ACC000210,2026-01-10T22:05:51,2317.83,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000321,ACC000206,2026-03-16T03:48:27,389.06,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000322,ACC000367,2026-03-12T05:31:41,1409.23,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000323,ACC000077,2026-07-03T19:55:20,443.71,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000324,ACC000276,2026-04-23T04:33:18,2484.59,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000325,ACC000131,2026-03-16T06:32:23,246.05,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000326,ACC000086,2026-07-05T20:16:58,1062.03,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000327,ACC000323,2026-06-22T18:07:19,347.31,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000328,ACC000310,2026-06-16T21:25:39,1480.58,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000329,ACC000139,2026-06-07T10:14:57,754.02,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000330,ACC000279,2026-06-09T08:54:37,773.04,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000331,ACC000284,2026-01-16T03:37:31,605.95,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000332,ACC000159,2026-04-08T02:40:59,672.83,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000333,ACC000061,2026-05-10T02:42:27,884.05,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000334,ACC000323,2026-03-13T20:37:17,1284.6,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000335,ACC000142,2026-06-29T14:01:27,337.47,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000336,ACC000010,2026-04-28T15:10:32,844.5,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000337,ACC000160,2026-07-03T00:40:56,397.2,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000338,ACC000315,2026-04-26T09:06:56,635.04,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000339,ACC000038,2026-03-30T17:37:06,1322.69,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000340,ACC000185,2026-04-12T14:19:20,830.07,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000341,ACC000121,2026-06-06T18:33:54,910.79,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000342,ACC000331,2026-03-01T00:08:54,1844.29,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000343,ACC000158,2026-04-16T14:54:33,431.8,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000344,ACC000203,2026-06-28T05:57:53,355.1,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000345,ACC000076,2026-03-22T17:39:49,133.57,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000346,ACC000003,2026-04-16T09:45:00,717.02,BANK_TRANSFER,PENDING,PAYMENTS_PLATFORM
PAY0000347,ACC000036,2026-06-12T23:32:32,221.26,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000348,ACC000010,2026-04-16T15:44:26,854.83,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000349,ACC000282,2026-06-09T03:53:10,1768.85,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000350,ACC000050,2026-02-05T09:39:18,1837.75,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000351,ACC000176,2026-05-21T03:45:46,1017.51,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000352,ACC000132,2026-06-07T21:18:55,1354.92,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000353,ACC000164,2026-06-11T18:50:21,312.41,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000354,ACC000136,2026-02-21T17:18:12,483.76,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000355,ACC000323,2026-03-02T05:26:51,768.93,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000356,ACC000192,2026-02-09T11:32:25,1183.98,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000357,ACC000196,2026-06-22T06:35:02,420.64,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000358,ACC000330,2026-06-27T18:05:30,2304.98,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000359,ACC000190,2026-02-09T12:14:47,777.41,ACH,FAILED,PAYMENTS_PLATFORM
PAY0000360,ACC000052,2026-06-08T04:20:03,637.81,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000361,ACC000187,2026-05-30T20:16:17,2307.68,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000362,ACC000174,2026-07-01T21:17:36,752.42,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000363,ACC000025,2026-03-29T07:41:13,870.04,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000364,ACC000355,2026-06-26T23:33:58,424.11,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000365,ACC000334,2026-06-15T12:14:53,1768.01,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000366,ACC000063,2026-01-07T02:51:44,31.64,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000367,ACC000256,2026-06-18T06:06:18,391.53,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000368,ACC000341,2026-03-24T16:22:12,265.43,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000369,ACC000071,2026-04-11T13:55:21,1078.46,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000370,ACC000337,2026-05-15T02:35:30,1632.54,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000371,ACC000004,2026-02-22T21:06:07,687.86,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000372,ACC000061,2026-02-21T22:47:13,839.98,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000373,ACC000272,2026-01-16T18:02:38,542.27,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000374,ACC000272,2026-04-22T18:01:47,481.93,ACH,FAILED,PAYMENTS_PLATFORM
PAY0000375,ACC000293,2026-04-18T17:40:30,643.89,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000376,ACC000019,2026-05-01T08:42:26,1908.29,BANK_TRANSFER,FAILED,PAYMENTS_PLATFORM
PAY0000377,ACC000288,2026-04-07T01:38:55,2092.73,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000378,ACC000078,2026-04-01T13:11:55,593.53,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000379,ACC000297,2026-06-14T06:03:22,1901.78,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000380,ACC000287,2026-02-12T20:12:01,1992.38,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000381,ACC000074,2026-04-28T23:15:05,1909.37,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000382,ACC000274,2026-01-16T19:23:34,1326.93,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000383,ACC000163,2026-05-31T02:58:23,1622.47,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000384,ACC000106,2026-01-09T05:28:48,731.91,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000385,ACC000273,2026-06-04T09:20:32,1336.13,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000386,ACC000201,2026-01-16T01:06:17,2408.1,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000387,ACC000151,2026-06-25T07:55:38,989.04,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000388,ACC000002,2026-05-10T12:16:52,715.28,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000389,ACC000104,2026-02-18T07:41:53,549.65,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000390,ACC000328,2026-03-10T07:00:32,1170.22,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000391,ACC000236,2026-06-02T07:57:53,414.67,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000392,ACC000073,2026-05-31T21:03:52,376.77,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000393,ACC000250,2026-06-14T01:16:50,2356.0,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000394,ACC000152,2026-05-24T04:06:18,1410.42,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000395,ACC000334,2026-06-23T22:57:41,2027.21,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000396,ACC000049,2026-07-03T06:40:55,572.3,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000397,ACC000167,2026-04-23T07:25:46,233.7,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000398,ACC000296,2026-07-01T10:23:19,1251.83,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000399,ACC000155,2026-02-23T01:31:26,1278.22,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000400,ACC000241,2026-04-20T15:17:55,1781.96,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000401,ACC000023,2026-03-31T11:16:19,1036.68,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000402,ACC000320,2026-05-31T14:31:56,139.88,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000403,ACC000027,2026-04-26T21:42:29,556.92,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000404,ACC000069,2026-03-03T00:41:24,1125.38,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000405,ACC000365,2026-06-21T18:30:44,731.05,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000406,ACC000075,2026-03-14T11:18:33,2396.87,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000407,ACC000107,2026-04-09T02:40:10,1257.98,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000408,ACC000067,2026-05-26T18:32:42,340.8,ACH,FAILED,PAYMENTS_PLATFORM
PAY0000409,ACC000067,2026-04-28T05:17:20,597.99,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000410,ACC000071,2026-06-19T19:49:21,2469.43,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000411,ACC000059,2026-06-07T12:09:50,1529.62,DEBIT_CARD,FAILED,PAYMENTS_PLATFORM
PAY0000412,ACC000288,2026-06-17T17:14:56,650.43,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000413,ACC000113,2026-03-11T15:01:36,457.73,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000414,ACC000248,2026-02-25T14:18:37,1683.28,ACH,FAILED,PAYMENTS_PLATFORM
PAY0000415,ACC000034,2026-02-18T06:40:14,985.0,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000416,ACC000097,2026-01-06T22:44:25,697.33,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000417,ACC000354,2026-04-15T02:54:42,1927.74,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000418,ACC000290,2026-05-15T05:25:02,2002.96,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000419,ACC000164,2026-02-23T17:18:13,717.4,ACH,FAILED,PAYMENTS_PLATFORM
PAY0000420,ACC000041,2026-05-15T07:26:35,1589.16,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000421,ACC000193,2026-01-26T17:31:52,800.21,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000422,ACC000343,2026-06-18T17:26:01,434.76,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000423,ACC000275,2026-07-05T14:45:13,1977.83,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000424,ACC000083,2026-01-18T10:14:10,2277.28,ACH,FAILED,PAYMENTS_PLATFORM
PAY0000425,ACC000330,2026-02-09T12:01:24,125.18,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000426,ACC000324,2026-05-27T23:28:49,2128.16,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000427,ACC000145,2026-07-03T23:28:14,1748.04,DEBIT_CARD,PENDING,PAYMENTS_PLATFORM
PAY0000428,ACC000347,2026-04-22T22:57:31,1406.92,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000429,ACC000048,2026-03-25T14:54:37,2379.89,DEBIT_CARD,PENDING,PAYMENTS_PLATFORM
PAY0000430,ACC000005,2026-03-16T02:50:51,2025.11,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000431,ACC000232,2026-06-03T12:18:36,330.83,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000432,ACC000049,2026-05-22T03:35:30,1274.23,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000433,ACC000162,2026-04-15T09:07:13,1651.05,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000434,ACC000249,2026-05-22T19:33:54,1509.09,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000435,ACC000256,2026-05-11T08:32:52,46.35,BANK_TRANSFER,FAILED,PAYMENTS_PLATFORM
PAY0000436,ACC000341,2026-02-16T06:27:56,471.0,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000437,ACC000005,2026-02-09T04:16:42,2156.96,DEBIT_CARD,FAILED,PAYMENTS_PLATFORM
PAY0000438,ACC000109,2026-03-14T19:09:07,474.45,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000439,ACC000061,2026-05-29T08:35:29,334.78,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000440,ACC000052,2026-04-27T16:29:46,909.95,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000441,ACC000222,2026-03-24T03:58:46,1495.48,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000442,ACC000128,2026-02-07T00:52:40,562.14,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000443,ACC000065,2026-03-20T21:03:09,1069.69,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000444,ACC000113,2026-04-30T19:16:25,725.7,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000445,ACC000351,2026-07-08T14:48:22,1005.09,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000446,ACC000066,2026-03-18T04:22:52,1764.8,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000447,ACC000337,2026-02-18T22:28:16,1522.05,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000448,ACC000130,2026-06-03T10:54:50,1878.31,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000449,ACC000025,2026-01-17T12:49:53,54.46,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000450,ACC000202,2026-04-11T23:58:10,621.61,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000451,ACC000183,2026-04-25T18:50:12,538.05,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000452,ACC000022,2026-06-02T22:58:13,2136.19,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000453,ACC000331,2026-05-10T07:28:17,676.45,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000454,ACC000028,2026-03-16T13:07:12,51.45,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000455,ACC000072,2026-04-19T23:04:29,609.72,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000456,ACC000084,2026-06-29T12:59:04,1880.4,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000457,ACC000113,2026-05-07T00:53:03,590.6,ACH,FAILED,PAYMENTS_PLATFORM
PAY0000458,ACC000175,2026-02-14T23:40:22,1353.21,DEBIT_CARD,PENDING,PAYMENTS_PLATFORM
PAY0000459,ACC000298,2026-02-28T03:23:59,2391.1,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
